,Unnamed: 0.1,Unnamed: 0,newstitle,cleanedtext
3850,,816,,겪은 < >난민<\/ > 가족도 포함돼 있다. 구호팀은 이들 가족이 고향을 떠나와 자립해 지내기 힘든 상황임을 고려해 지속적으로 관심을 갖고 살피기로 했다. 시리아 < >난민<\/ >인 아디즈씨는 “고향을 떠나서 지내기 힘든 생활을 해왔는데
3851,,817,,전쟁 < >난민<\/ > 구호금 전달과 현장 방문을 진행했습니다. 기성 해외선교위원장 윤학희 목사와 이승갑 목사 선교사 부부 등이 참여해 독일 함부르크와 폴란드 바르샤바의 우크라이나 국경 지역을 방문해 < >난민<\/ > 현황을
3852,,818,,지난달 이탈리아 칼라브리아주 남부 해변 인근에서 발생한 < >난민<\/ >선 난파 사고의 희생자들의 시신 안치소가 체육관에 마련돼 있다. ⓒ afp=뉴스
3853,,819,,지난달 이탈리아 남부 해안에서 발생한 < >난민<\/ >선 사고로 숨진 어린이의 관 위에 추모의 뜻이 담긴 장난감 트럭이 놓여 있다. ⓒ afp=뉴스
3854,,820,,가운데 강진으로 머물 곳을 잃은 백만 시리아 < >난민<\/ >들에게도 관심이 쏠립니다. 뉴욕타임스는 튀르키예에 머무는 시리아 < >난민<\/ > 다수가 강진의 진앙 근처에 살고 있었다며 이들은 이제 불확실한 미래에 직면했다고
3855,,821,,전쟁과 분쟁 재난 기후 위기 등으로 인해 인도적 위기에 처한 < >난민<\/ >을 포함한 강제이주민의 생존과 회복 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유입됐다고 밝혔다. 월까지 추가로
3856,,822,,국제구조위원회는 최악의 가뭄과 분쟁으로 최근 명 이상의 소말리아 < >난민<\/ >이 케냐 다다브 < >난민<\/ > 캠프로 유입됐다고 밝혔다. 국제구조위원회가 발표하는 & ; 긴급위기국가목록& ;에서 위를 차지한 소말리아는
3857,,823,,전쟁과 분쟁 재난 기후 위기 등으로 인해 인도적 위기에 처한 < >난민<\/ >을 포함한 강제이주민의 생존과 회복 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유입됐다고 밝혔다. 월까지 추가로
3858,,824,,전쟁과 분쟁 재난 기후 위기 등으로 인해 인도적 위기에 처한 < >난민<\/ >을 포함한 강제이주민의 생존과 회복 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유입됐다고 밝혔다. 월까지 추가로
3859,,825,,국제구조위원회는 가뭄과 분쟁으로 최근 명 이상의 소말리아 < >난민<\/ >이 케냐 다다브 < >난민<\/ > 캠프로 유입됐다고 밝혔다. 국제구조위원회가 발표하는 & ; 긴급위기국가목록& ;에서 위를 차지한 소말리아는 연속
3860,,826,,안젤리나 졸리가 이라크 < >난민<\/ >촌을 방문해 눈물을 흘렸다. 한국 영국 데일리 메일 외신에 따르면 할리우드 배우 안젤리나 졸리 는 자신의 소셜 계정을 통해 폐허가 된 이라크를 방문했다고 알리며 < >난민<\/ >들을
3861,,827,,나라를 떠난 < >난민<\/ >들에게도 직장 절실한 게 없을 텐데요. 최근 미국 뉴욕에서는 우크라이나 < >난민<\/ >을 위한 취업 박람회가 열려 관심을 받았습니다. 김준호 아나운서입니다. 【기자】 미국 뉴욕 브루클린에서 열린
3862,,828,,시리아 < >난민<\/ >들이 주검이 돼 고국 품에 안기는 안타까운 사연들이 전해지고 있다. 현지 시간으로 지난 중엔 시리아에서 온 < >난민<\/ >들도 있었다. 내전을 피해 이웃 국가에 몸을 의지했던 이들이다. 시리아는 지난
3863,,829,,배로 천 ㎞ 버스로 ㎞ 이동 강요 신창용 특파원 = 지중해에서 국제구호단체가 운영하는 < >난민<\/ > 구조선에 구조된 뒤 꼬박 나흘간의 항해 끝에 이탈리아 서북부 리구리아주의 라스페치아 항구에 도착한 < >난민<\/ >들의 여정은
3864,,830,,아주경제=최오현 수습기자 . 세계 인도주의 기구인 국제구조위원회 i c 는 최악의 가뭄과 분쟁으로 최근 명 이상의 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유입됐다고 밝혔다
3865,,831,,전쟁과 분쟁 재난 기후 위기 등으로 인도적 위기에 놓인 < >난민<\/ >을 포함한 강제이주민의 생존과 회복 삶의 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유입됐다고 밝혔다. 오는 월까지 추가로
3866,,832,,세계적 인도주의 기구 국제구조위원회 i c i c 한국 대표 이은영 는 최악의 가뭄과 분쟁으로 최근 명 이상의 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유입됐
3867,,833,,규모 . . 강타한 튀르키예 지진으로 인해 < >난민<\/ >들의 피해가 커 특히 안타까움을 자아내고 한편 유엔 구호기구인 un wa는 시리아에는 약 명의 팔레스타인 < >난민<\/ >들이 살고 있는 것으로 추정하고
3868,,834,,전쟁과 분쟁 재난 기후 위기 등으로 인해 인도적 위기에 처한 < >난민<\/ >을 포함한 강제이주민의 생존과 회복 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유입됐다고 오늘 밝혔다. 월까지 추가
3869,,835,,전쟁과 분쟁 재난 기후 위기 등으로 인해 인도적 위기에 처한 < >난민<\/ >을 포함한 강제이주민의 생존과 회복 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유입됐다고 밝혔다. 월까지 추가로
3870,,836,,세계적 인도주의 기구인 국제구조위원회 i c i c 한국 대표 이은영 는 최악의 가뭄과 분쟁으로 최근 명 이상의 소말리아 < >난민<\/ >이 케냐 다다브 d < >난민<\/ > 캠프로 유
3871,,837,,국가인권위원회가 국내 & ;인도적 체류자& ; 처우 개선을 위해 < >난민<\/ >법 등을 개정해야 한다고 법무부에 요청했다. 현행 < >난민<\/ >법은 < >난민<\/ >은 아니지만 고문 비인도적 처우를 당했거나 생명 신체의 자유
3872,,838,,< >난민<\/ > 지위·처우 개선 목소리에 법무부 만에 개선안 내놔 처우 일부 개선 ‘법 개정’ 빠져 “관련 법 피< >난민<\/ >들이 리비우 행 열차를 타기 위해 철로를 건너고 있다. 천지일보=최혜인 기자 생명이나 자유 등을
3873,,839,,국가인권위원회가 인도적 체류자의 지위와 처우 개선을 위해 < >난민<\/ >법을 개정하라고 재차 촉구했다. 인권위는 “인도적 체류자의 지위와 처우가 국제규범의 보충적 보호 취지에 부합하기 위해 선행돼야 < >난민<\/ >법 개정
3874,,840,,& ;< >난민<\/ > 아니지만 생명·자유 침해당할 위험 법적 보호해야& ; 국가인권위원회는 국내 & ;인도적 체류자& ;의 인권을 개선하고자 < >난민<\/ >법 등을 개정해야 한다고 재차 법무부에 요청했다. 국제사회는 < >난민<\
3875,,841,,기사내용 요약 인권위 지난 < >난민<\/ >법 법령 개정 권고 법무부 상한 취업 가능한 체류자격 신설 회신 인권위 & ;채류자격 신설 긍정적 < >난민<\/ >법 개정도 필요& ; 서울=뉴시스 이준호 기자 = 국가
3876,,842,,법무부장관에게 & ;< >난민<\/ >법& ; 개정을 촉구했다고 밝혔다. 앞서 인권위는 법무부 장관에게 국내 인도적 체류자에 대한 지위와 처우가 국제규범의 보충적 보호 취지에 부합하도록 & ;< >난민<\/ >법&
3877,,843,,조재용 통신원= 캐나다 하원은 현지시간 중국 정부의 탄압을 피해 해외로 탈출한 위구르인 만명에 < >난민<\/ > 지난해 발의된 결의안은 신장 위구르 < >난민<\/ >을 캐나다에 수용하는 구체적 계획을 개월 내 수립 내년부터
3878,,844,,유현민 특파원 = 총리 시절 < >난민<\/ >과 이민자 수용에 적극적으로 나섰던 앙겔라 메르켈 전 독일 총리가 유네스코가 명 이상의 < >난민<\/ >과 이민자를 받아들였던 당시 메르켈의 < >난민<\/ > 정책을 높이 평가한
3879,,845,,알루니늄은 캄보디아 일상생활에서 흔히 사용되는 재료이며 작가는 유년 시절 베트남의 침략으로 캄보디아를 떠나 < >난민<\/ >이 되었던 사적인 기억을 작품으로 승화했다. 작품들을 감상하느라 지친 몸과 마음은
3880,,846,,광림교회 실업인선교회가 광림아트센터 창천홀에서 튀르키예 시리아 대지진 < >난민<\/ >돕기 사랑의 음악회를 개최했습니다. 자선공연에는 김정택 sbs 명예예술단장의 지휘로 테너 류정필 바리톤 곽상훈 소프라노
3881,,847,,이탈리아 람페두사섬 인근에서 여명의 < >난민<\/ >이 바다에 빠져 숨진 이후 유럽연합 eu 지도자들이 비극을 반복하지 않겠다고 약속했으나 년이 다 되어가도록 ‘< >난민<\/ > 비극’이 해결될 기미를 보이지
3882,,848,,& ; 본당 < >난민<\/ >가정 돌봄사업& ; 천주교 의정부교구가 < >난민<\/ > 사목의 하나로 년부터 진행하고 있는 사업이다. 의정부교구 사회사목국 이주사목위원회 산하 이주민센터인 구리exodus 엑소더스 의정부exodus 파주e
3883,,849,,현지시간 이탈리아 서남부 칼라브리아주의 쿠트로 주민들이 선박 난파 사고로 인해 사망한 < >난민<\/ > 희생자들의 시신이 안치된 체육관 애도를 표하고 있다. . .
3884,,850,,미주기아대책은 우크라이나 < >난민<\/ >구호활동 보고를 위한 기자회견을 개최했습니다. 뉴욕 후러싱제일교회에서 긴급구호키트와 < >난민<\/ > 정착사업 등에 달러를 지원했다”고 소개하며 올해도 겨울나기에 필요한
3885,,851,,한국 정부로부터 < >난민<\/ > 인정을 받지 못하자 앙심을 품고 한국인 부부를 살해하려고 아프가니스탄 국적 한국에서 지내는 a씨는 법무부 장관에게 < >난민<\/ >인정 신청을 했다. 본국으로 돌아갈 경우 과거
3886,,852,,< >난민<\/ > 심사를 거부당해서 노숙을 있는 건데 유엔 < >난민<\/ >기구가 문제에 j bc에 입장을 밝혀 왔습니다. 신진 기자가 전해드립니다. 평범한 대학생부터 자식을 둔 아버지까지. 지난해 가을 푸틴은 시민
3887,,853,,우크라이나 < >난민<\/ > 돕기 위한 자선음악회를 개최한다. 루부스 합창단 단장 윤경한 바오로 은 오는 오후 시 분 천주교 복대동 성당에서 회 정기연주회로 `우크라이나 < >난민<\/ > 돕기 자선음악회& ;를 개최한다.
3888,,854,,대한민국에서 < >난민<\/ >으로 인정받지 못하자 정부에 앙심을 품고 이유 없이 노부부를 살해하려다 실패한 대 장관에게 < >난민<\/ >인정 신청을 했으나 < >난민<\/ >인정 여부가 결정되지 지난해 월까지 출국해야 상황에
3889,,855,,상대로 < >난민<\/ >인정 심사를 받게 해달라며 제기한 행정 소송에서 패소했습니다. 인천지법 행정 부 이은신 부장판사 는 오늘 러시아 국적 대 a씨 명이 인천국제공항 출입국·외국인청장을 상대로 낸 < >난민<\/ >인정심사
3890,,856,,만원을 < >난민<\/ >인권센터에 후원했다고 밝혔다. 후원금은 지난해 열린 바자회 수익금 약 만원 광장 공익활동위원회가 추가로 금액을 지원하는 ‘매칭 그랜트 방식’으로 마련됐다. < >난민<\/ >인권센터에서 통
3891,,857,,상대로 < >난민<\/ >인정 심사를 받게 해달라는 행정 소송의 선고기일이 연기됐다. 인천지법 행정 부 이은신 부장판사는 러시아 국적 대 a씨 명이 인천국제공항 출입국·외국인청장을 상대로 낸 < >난민<\/ >인정심사
3892,,858,,반< >난민<\/ > 정책을 내걸고 있는 이탈리아 극우 정부가 < >난민<\/ > 구조선에게 일부러 멀리 있는 항구를 배정하고 있습니다. < >난민<\/ > 구조 활동을 방해하려는 의도라는 비난이 쏟아지고 있습니다. 홍원기 아나운서입니다. 【아나운서】
3893,,859,,반< >난민<\/ > 정책을 내걸고 있는 이탈리아 극우 정부가 < >난민<\/ > 구조선에게 일부러 멀리 있는 항구를 배정하고 있습니다. < >난민<\/ > 구조 활동을 방해하려는 의도라는 비난이 쏟아지고 있습니다. 홍원기 아나운서입니다. 【아나운서】
3894,,860,,= 이탈리아 칼라브리아의 동부 해안 쿠트로에서 난파 사고로 숨진 < >난민<\/ > 희생자 수습을 위해 구조인력이 파견됐다.
3895,,861,,이에 렌카는 라틴계 사람들과 < >난민<\/ >들이 인간으로서 존종받는 장소를 창조하는데 작품은 화려한 모자와 과감한 색채가 돋보이며 작가가 < >난민<\/ >이기에 박탈당했다고 느낀 어린 시절에 관점과 감성으로 접근한다
3896,,862,,예수님 가르치는데 괜찮아?& ; 레바논에서 시리아 < >난민<\/ > 아동을 위한 학교를 운영하는 이국희 선교사가 중동 선교의 사명을 갖고 레바논 자흘레 지방의 시리아 < >난민<\/ >을 섬기기 위해서다. 개월 현지에서 언어훈련을
3897,,863,,이탈리아 남부 해안 근처에서 발생한 < >난민<\/ >선 난파 사고의 사망자 수가 명으로 늘었습니다.이탈리아 현지 지방정부 관리인 마누엘라 쿠라 씨는 현재 명이 숨진 채 발견되고 명이 구조됐다고
3898,,864,,이탈리아 남부 해안가에서 < >난민<\/ >과 이주민을 태운 목선 침몰로 인한 사망자 수가 늘었다. 로이터와 afp통신 외신을 종합하면 현지시간 이른 새벽 이탈리아 남부 칼라브리아주 인근 해안에서 이주민을 태운
3899,,865,,아프가니스탄 이란 여러 나라에서 온 < >난민<\/ >들을 싣고 튀르키예 터키 출항한 선박은 동트기 전 칼라브리아 동부 해안 휴양지인 스테카토 디 쿠트로 인근의 거친 바다에 침몰했다. 사건은 유럽과
3900,,866,,마르세유에서 < >난민<\/ >들의 구출을 도운 젊은 영웅들의 이야기다. 두 명의 미국인이 중심이 된 국제 조직 & ;긴급 구조 위원회& ;는 위대한 예술가와 지식인을 포함한 명 이상의 < >난민<\/ >이 유럽을 무사히 탈출할 있도록
3901,,867,,우크라이나 전쟁 참전을 피하고자 러시아인들이 탈출하는 가운데 까다로운 잣대로 < >난민<\/ >을 수용 중인 한국이 이들 중 명은 지난해 월에 나머지 명은 월에 한국에 도착해 < >난민<\/ >심사를 신청했으나 법무부에서 심사
3902,,868,,인권위는 un 인권이사회가 국가별 인권 상황 정기 검토 up 통해 △포괄적인 차별금지법의 제정 △사형제 폐지 △이주노동자의 노동권 보호·< >난민<\/ >심사제도 개선 △장애인의 대중교통․공공시설 접근성 강화 등을
3903,,869,,명 & ;병역기피 < >난민<\/ > 사유 아냐& ; 심사 불회부 불회부 결정 취소소송 선고 명 대상 서울=뉴시스 정유선 기자 = 우크라이나 전쟁 강제징집을 피해 한국으로 온 러시아인들이 < >난민<\/ >인정 심사를 받게 해달라며 제기한.
3904,,870,,cnn “< >난민<\/ >신청 거부당해” 이들 사연 주목 법무부 “병역 기피는 < >난민<\/ > 사유 인정 안돼” 지난 오후 인천국제공항 여객터미널에서 해외입국자들이 들어오고 있다. 인천공항=뉴시스 징병을 피해 한국으로 도피한
3905,,871,,법무부로부터 < >난민<\/ > 심사 회부를 거부당한 러시아 남성 명은 현재 인천공항 출국장에서 지내고 있다. 사진 법무부가 단순 병역기피는 < >난민<\/ >사유에 해당하지 않는다는 이유로 < >난민<\/ >심사 회부를 거부해서다.
3906,,872,,당국의 < >난민<\/ >심사 거부로 수개월째 인천공항에 머물고 있다고 cnn이 보도했다. 지난 현지시간 보도에 따르면 이들을 대리하는 공익법무법인의 이종찬 변호사는 법무부가 < >난민<\/ >지위 신청을 거부했으며 이들이 이의를
3907,,873,,유엔 < >난민<\/ >기구의 자료를 국제아동 권리 비정부기구 ngo 세이브더칠드런이 분석한 최근 보고서는 이후 세이브더칠드런은 유럽 국가들을 중심으로 최근 < >난민<\/ >선을 강제로 제지한 정책이 지중해 이민자 사망자
3908,,874,,국제아동 권리 비정부기구 ngo 세이브더칠드런은 유엔 < >난민<\/ >기구 자료를 분석해 최근 내놓은 보고서에서 세이브더칠드런은 최근 유럽 국가들이 강제적으로 < >난민<\/ >선을 제지한 것도 지중해 이민자 사망자 증가에 영향을
3909,,875,,이탈리아 서남부 칼라브리아주 동쪽 해안 부근에서 현지시간 < >난민<\/ >을 태운 선박이 난파사고를 당해 어린이와 아기를 포함해 최소 명이 숨졌습니다. 부서진 선박에 타고 있던 명 가운데 명 정도는 해변까지
3910,,876,,이탈리아 서남부 칼라브리아주 동쪽 해안 부근에서 현지시간 < >난민<\/ >을 태운 선박이 난파사고를 당해 어린이와 아기를 포함해 최소 명이 숨졌습니다. 부서진 선박에 타고 있던 명 가운데 명 정도는 해변까지
3911,,877,,한국의 < >난민<\/ > 정책이 외신의 조명을 받는 모습이다. cnn은 “작년 러시아가 동원령을 내린 해외로 보도에 따르면 이들 중 명은 작년 월에 나머지 명은 월에 한국에 도착해 < >난민<\/ >심사를 신청했으나 법무부에서
3912,,878,,보편 복지로는 정쟁하다 날 새니 선별복지로 에너지 < >난민<\/ >부터 구제해야 한다 에너지 < >난민<\/ >은 이제 시작이다. 곰이라면 겨울잠이라도 자고 싶다는 게
3913,,879,,법무부 & ;병역 기피는 < >난민<\/ > 사유 인정 안돼& ; 아주경제=권성진 기자 . 동원령을 피해 조지아로 cnn은 이종찬 변호사를 인용해 이들이 법무부로부터 < >난민<\/ > 신청을 거부당했다고 보도했다
3914,,880,,도 제한해도 피해 클 안토니우 구테흐스 유엔 사무총장이 지구온난화로 인한 해수면 상승이 ‘기후< >난민<\/ > 구테흐스 사무총장은 해수면 상승으로 인해 인구가 삶의 터전을 잃는 기후< >난민<\/ > 사태가 발생한다면
3915,,881,,해수면 상승에 따른 침수 거대 인구가 삶의 터전을 잃는 & ;기후 < >난민<\/ >사태& ;가 발생할 가능성도 < >난민<\/ > 위기로 규정하기도 했습니다. 구테흐스 총장의 이날 경고는 기후변화 재앙을 막기 위해 지금보다 더
3916,,882,,해수면 상승에 따른 침수 거대 인구가 삶의 터전을 잃는 & ;기후 < >난민<\/ >사태& ;가 발생할 가능성도 < >난민<\/ > 위기로 규정하기도 했다. 구테흐스 총장의 이날 경고는 기후변화 재앙을 막기 위해 지금보다 더
3917,,883,,< >난민<\/ > 정책과 관련해 강경한 입장을 취해혼 극우성향 조르자 멜로니 총리는 성명을 내고 “‘인신매매범’들에 갈가리 찢긴 인명들에 깊은 슬픔을 표한다”고 밝혔다. 이어 “남성‧여성‧아이들이 안전한
3918,,884,,피< >난민<\/ > 백명과 만난 자리에서 평화를 요구했다고 afp통신과 cnn이 보도했다. 휠체어에 몸을 의지한 교황의 d c방문은 이후 교황의 첫 방문으로 무장 투쟁과 내전으로 < >난민<\/ > 위기가 악화하고 있는
3919,,885,,젤렌스키 대통령은 폴란드 체류 중인 우크라이나 < >난민<\/ >을 찾아 격려하고 폴란드 국민과도 만날 계획인 것으로 전해졌습니다. 폴란드는 북대서양조약기구 회원국으로 지난해 러시아 침공 이후 미국·영국 서방
3920,,886,,폴란드는 지난해 러시아의 침공 이후 가장 적극적으로 우크라이나를 지원해왔고 특히 명이 넘는 우크라이나 < >난민<\/ >을 수용했습니다. 젤렌스키 대통령은 폴란드에 각별한 감사를 나타내며 더 군사 지원과
3921,,887,,피신한 < >난민<\/ >이 만명에 달한다. 이들 중 상당수는 과거 ‘로마의 빵 바구니’로 불리던 레바논 곡창지대 베카주 일대에서 소작농 등으로 일하며 생계를 유지한다. 쿠르드족 출신의 < >난민<\/ > 술레이만씨 가족도 부류다
3922,,888,,대한변호사협회 협회장 이종엽 유엔< >난민<\/ >기구 unhc 는 서울 서초구 서초동 변호사교육문화회관 지하 공항 내 < >난민<\/ >신청자의 인권처우를 개선하기 위해 출입국관리법이 개정되면서 지난해 월부터 정부가
3923,,889,,참으로 세상에 다양한 삶들이 있음을 사연들을 안고 살아가는 < >난민<\/ >촌 딸 주희 프렌치 교사를 통해 알게 된 에스와티니 < >난민<\/ >촌 우리는 이곳을 방문했다. < >난민<\/ >촌의 여인이
3924,,890,,대한변협은 오는 오후 시 대한변협 세미나실 유엔< >난민<\/ >기구 unhc 외국인보호소와 년에는 공항에서 입국이 불허된 외국인의 < >난민<\/ >신청과 과정에서의 인권침해 문제가 수차례 보도되면서 공항 내
3925,,891,,개선되도록 < >난민<\/ >법을 비롯한 관련 법령을 개정할 것을 재차 촉구했다고 밝혔다. 인권위는 지난해 법무부 장관에게 국내 체류 중인 인도적 체류자 인권을 개선하라고 권고한 바 있다. < >난민<\/ >법 개정 전에라도
3926,,892,,김근철 특파원=미국 하원의 다수당을 차지한 공화당이 소말리아 < >난민<\/ > 출신이자 첫 여성 무슬림여성으로 사진=로이터 뉴스핌 . . . 오마르는 어린시절 소말리나 내전으로 케냐 < >난민<\/ >캠프에
3927,,893,,아랍어 실험 참가자들은 최근 독일에 온 < >난민<\/ >으로 아직 독일어를 못하고 독일어 사용자들은 아랍어를 모르는 상태였다. 두 그룹 독일어와 아랍어를 모국어로 사용하는 집단인 셈이다. 연구진은 두 언어 자체에
3928,,894,,서안지구의 < >난민<\/ >촌을 급습해 팔레스타인 무장세력과 충돌 최소 명을 사살했다고 로이터 통신이 보도했다. 이스라엘군과 팔레스타인 무장 정파 하마스에 따르면 이날 요르단강 서안 북부에 위치한 제닌의 < >난민<\/ >수용소에
3929,,895,,기사내용 요약 제닌 < >난민<\/ >촌 서안 내 팔레스타인 무장요새로 간주되는 곳 지난 간 이스라엘군 체포·공습 작전의 초점 됐던 지역 올들어 팔人 사망 명으로 증가 작년 명 년만 최고 제닌 < >난민<\/ >촌 요르단강 서안
3930,,896,,기사내용 요약 제닌 < >난민<\/ >촌 서안 내 팔레스타인 무장요새로 간주되는 곳 지난 간 이스라엘군 체포 제닌 < >난민<\/ >촌을 급습하면서 세 여성을 포함해 팔레스타인인 명을 살해하고 여러 명에게 부상을 입혔다고
3931,,897,,국가인권위원회가 국내 & ;인도적 체류자& ; 처우 개선을 위해 인정 절차와 처우 구체적인 내용을 < >난민<\/ >법에 명시할 것을 법무부에 요청했습니다. 현행 < >난민<\/ >법은 < >난민<\/ >은 아니지만 고문 비인도적 처우를
3932,,898,,< >난민<\/ >심사위원회 심의위원이나 통역인을 대폭 확대해 < >난민<\/ > 권리 보장 수준도 높일 방침이다. 법무부는 오전 청와대 영빈관에서 윤석열 대통령에게 & ;사회 구석구석의 사각지대 인권보호& ;를 상반기 핵심 과제로
3933,,899,,국가인권위원회 인권위 법무부장관에게 < >난민<\/ >법 개정 인도적 체류자의 지위와 처우 개선 이행을 촉구했다. 인권위는 법무부장관에게 국내 체류 중인 인도적 체류자의 인권개선을 위해 < >난민<\/ >법 관련
3934,,900,,지중해에서 < >난민<\/ >을 구조하는 비정부기구 ngo 구조선에 일부러 먼 항구를 배정한 것으로 드러났습니다. 현지시간 일간지 & ;라스탐파& ; 등에 따르면 이탈리아 내무부는 전날 국경없는의사회 msf 운영하는 < >난민<\/ >
3935,,901,,내무장관 & ;< >난민<\/ > 구조선 위험한 항해 부추기는 역할& ; 입장 되풀이 신창용 특파원 = 이탈리아 정부가 지중해에서 < >난민<\/ >을 구조하는 비정부기구 ngo 구조선에 일부러 먼 항구를 배정하며 & ;몽니& ;를 부리는
3936,,902,,배리언 프라이는 년대 마르세유 m 나치 정권에 표적이 된 사람들을 돕기 위해 국적과 종교를 뛰어넘어 팀을 이루어 일하였고 중엔 < >난민<\/ >들도 포함되어 있었다. 프라이와 그의
3937,,903,,배우 정려원 인교진 소이현 윤박 정인선 곽동연은 < >난민<\/ >촌에서 실제 사용하는 & ;< >난민<\/ >등록팔찌& ;를 모티브로 제작된 & ;하루팔찌& ;를 직접 착용하고 전 세계 전쟁 속 아이들을 잊지 지켜달라는 메시지를 전하고
3938,,904,,이들 중 명은 작년 나머지 명은 월에 한국에 도착해 < >난민<\/ >심사를 신청했다. 법무부에서 심사 회부를 거부당해 현재까지 출국장에서 생활을 이어가고 있다. < >난민<\/ >인권네트워크 인권단체는 지난달
3939,,905,,기피는 < >난민<\/ > 지위 부여의 근거가 될 없다”고 밝혔다. 심사받을 기회 자체를 부여받지 못한 그들은 이의를 투쟁의 과정에서 한국의 민주투사는 불가불 공항에 갇힌 러시아 < >난민<\/ >들처럼 망명길에 올라야만
3940,,906,,아프리카와 아시아의 빈곤지역 아동들에게 교육을 지원하는 단체인 아프리카아시아< >난민<\/ >교육후원회 ad f ad f는 아프리카 라이베리아 < >난민<\/ > 구호 활동을 시작으로 발족한 비영리민간단체 npo 년동안
3941,,907,,이날 로이터 통신에 따르면 튀르키예 동남부 카라만라스에서 사는 시리아 < >난민<\/ > 바하트 셀로 는 지진으로 그러면서 울먹이는 목소리로 & ;< >난민<\/ > 캠프에서만 년을 보냈는데 지금이 더 어렵다& ;며 & ;앞이 캄
3942,,908,,스페인 경찰이 우크라이나 < >난민<\/ > 착취 담배 공장 세 곳의 운영 조직을 적발했다고 bbc 등이 현지 보도했다. 러시아 침공을 피해 우크라이나를 떠난 < >난민<\/ >들은 공장 내 조립식 시설에 갇혀 살았다고 한다
3943,,909,,수도 야무수크로에서 열린 시상식에서 유네스코 평화상을 받았다. ~ 만명 이상의 < >난민<\/ >과 이민자를 받아들인 메르켈의 < >난민<\/ > 포용 정책을 유네스코가 높이 평가한 결과라고 통신은 전했다.
3944,,910,,유엔 통계에 따르면 튀르키예에는 약 명의 시리아 < >난민<\/ >이 거주하고 있다. 특히 수십만 명의 < >난민<\/ >은 지진 진앙지 근처인 튀르키예 남부 도시 가지안테프에 살고 있다. 후세인 간두라는 트럭에 실린 개의 검은색 가방
3945,,911,,개 한국 시민사회 단체는 기자회견에서 러시아의 우크라이나 침공 년을 맞아 즉각 휴전과 평화협상 한국 정부의 무기 지원반대 러시아 < >난민<\/ > 보호를 요구했다. . .
3946,,912,,개 한국 시민사회 단체는 기자회견에서 러시아의 우크라이나 침공 년을 맞아 즉각 휴전과 평화협상 한국 정부의 무기 지원반대 러시아 < >난민<\/ > 보호를 요구했다. . .
3947,,913,,기사내용 요약 유엔 & ;팔& ;< >난민<\/ >구호사업기구 un wa 합의 팔레스타인 < >난민<\/ > 만명의 기초적 생활 지원 서울=뉴시스 차미례 기자 = 요르단의 아이만 사파디 외무장관 겸 부총리는 현지시간 유엔의
3948,,914,,유네스코는 반대 여론을 무릅쓰고 < >난민<\/ >과 이민자를 받아들인 당시 메르켈의 < >난민<\/ > 정책을 높이 평가했다고 밝혔습니다. 코트디부아르 초대 대통령인 펠릭스 우푸에 부아니의 이름을 따서 제정된 상은
3949,,915,,젤렌스키 대통령은 폴란드 체류 중인 우크라이나 < >난민<\/ >을 찾아 격려하고 폴란드 국민과도 만날 계획인 것으로 전해졌습니다. 프시다치 보좌관은 젤렌스키 대통령의 폴란드 방문에 & ;폴란드에 신뢰와 감사를
3950,,916,,= < >난민<\/ > 인정을 받지 못하자 한국 정부에 앙심을 품고 노부부를 살해하려 혐의로 재판에 넘겨진 법무부에 < >난민<\/ > 인정 신청을 했지만 인정받지 못했다. 지난해 월까지 출국해야 상황에 놓이자 불안감에
3951,,917,,인도적 지원에 조 천억원 우크라이나 정부에 대한 예산 원조에 조원을 지원했다고 밝혔습니다. 한미희 기자 . . 백악관 우크라이나 전쟁 지원 < >난민<\/ >
3952,,918,,뉴스를 통해 외국인보호소를 알게 된 이들은 그곳의 외국인들을 불법 체류자이자 추방을 앞둔 < >난민<\/ > 수감자로 인식하겠지만 그들을 직접 본 나에겐 보호 외국인은 저마다 목소리를 지닌 명 명의 자신과
3953,,919,,피해자에 전치 주 상해 대한민국에서 < >난민<\/ >으로 인정을 받지 못하자 한국 정부에 앙심을 품은 대 장관에게 < >난민<\/ > 인정 신청을 했으나 결정되지 지난해 월까지 출국해야 상황에 놓이자 극도의 압박감을
3954,,920,,프로그램은 지난해 조 바이든 대통령이 발표한 우크라이나 < >난민<\/ > 포용정책으로 전쟁으로 고향을 떠난 우크라이나 시민과 가족 중 미국인 후원자가 있는 경우에는 최대 년간 미국 체류를 허용하는 것입니다
3955,,921,,광림교회 담임 김정석 목사 & ;튀르키예·시리아 대지진 < >난민<\/ > 돕기 자선음악회& ;를 오는 오후 시 교회 장천홀에서 개최한다. 최호현 서울문화예술원 원장이 예술총감독을 맡은 음악회엔 김정택 sbs 명예
